example_idx,age,work_class,education,education_num,marital_status,occupation,role_in_family,capital_gain,work_hours_per_week,gender,race,true_label,ans_1,ans_2,ans_3,ans_4,ans_5,ans_6,ans_7,ans_8,ans_9,ans_10,ans_11,worker_id_1,worker_id_2,worker_id_3,worker_id_4,worker_id_5,worker_id_6,worker_id_7,worker_id_8,worker_id_9,worker_id_10,worker_id_11
109,41,Private,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,45,Male,White,1,2,4,3,3,4,3,4,3,4,2,3,worker_169,worker_459,worker_569,worker_253,worker_600,worker_640,worker_173,worker_462,worker_407,worker_430,worker_625
110,46,Private,Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,60,Male,White,1,3,4,2,3,4,4,4,3,3,4,4,worker_571,worker_397,worker_352,worker_379,worker_365,worker_312,worker_510,worker_640,worker_121,worker_637,worker_291
111,39,Self-employed (inc.),Bachelors,13,Civilian spouse,Exec-managerial,Husband,7688,50,Male,White,1,3,3,4,4,3,4,3,3,3,4,4,worker_138,worker_256,worker_253,worker_8,worker_70,worker_640,worker_619,worker_277,worker_458,worker_571,worker_358
112,55,Self-employed (inc.),High-school-grad,9,Divorced,Sales,Unmarried,0,50,Female,White,1,2,4,3,3,4,4,4,2,3,3,2,worker_599,worker_301,worker_640,worker_546,worker_253,worker_316,worker_646,worker_649,worker_400,worker_479,worker_611
113,63,Private,Bachelors,13,Civilian spouse,Sales,Husband,0,40,Male,White,1,4,3,3,3,3,2,3,4,4,4,3,worker_171,worker_339,worker_297,worker_475,worker_655,worker_169,worker_640,worker_311,worker_406,worker_159,worker_403
114,57,Local-gov,Masters,14,Civilian spouse,Protective-serv,Husband,0,14,Male,White,1,4,3,2,4,3,1,4,3,4,1,4,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
115,52,Private,Some-college,10,Divorced,Sales,Other-relative,0,20,Female,White,1,1,2,1,1,1,1,1,1,1,2,2,worker_640,worker_103,worker_122,worker_396,worker_571,worker_303,worker_181,worker_119,worker_96,worker_9,worker_253
116,42,Private,Bachelors,13,Civilian spouse,Tech-support,Husband,0,45,Male,White,1,3,3,2,4,3,4,4,2,4,4,4,worker_640,worker_103,worker_122,worker_396,worker_571,worker_303,worker_181,worker_119,worker_96,worker_9,worker_253
117,43,State-gov,Masters,14,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,4,4,4,4,4,3,3,3,4,4,4,worker_5,worker_294,worker_136,worker_80,worker_533,worker_224,worker_184,worker_444,worker_318,worker_272,worker_270
118,29,Private,Bachelors,13,Civilian spouse,Sales,Husband,0,40,Male,White,1,3,3,4,2,2,4,4,3,4,2,2,worker_650,worker_627,worker_52,worker_371,worker_86,worker_360,worker_640,worker_29,worker_222,worker_16,worker_118
119,35,Private,Masters,14,Civilian spouse,Exec-managerial,Husband,0,45,Male,White,1,3,4,3,3,4,3,4,3,4,3,4,worker_169,worker_459,worker_569,worker_253,worker_600,worker_640,worker_173,worker_462,worker_407,worker_430,worker_625
120,35,Self-employed (not inc.),Prof-school,15,Civilian spouse,Prof-specialty,Husband,0,50,Male,White,1,2,3,4,4,3,4,4,4,4,3,4,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
121,43,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,45,Male,White,1,2,3,1,2,3,2,4,3,2,3,2,worker_640,worker_193,worker_155,worker_579,worker_253,worker_263,worker_376,worker_505,worker_497,worker_169,worker_273
122,45,Private,Masters,14,Divorced,Transport-moving,Not-in-family,14344,48,Male,White,1,4,2,3,2,4,1,4,4,4,4,4,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
123,36,Private,Masters,14,Civilian spouse,Prof-specialty,Husband,7298,55,Male,White,1,4,4,4,4,4,4,4,4,4,4,2,worker_253,worker_32,worker_283,worker_632,worker_640,worker_571,worker_233,worker_292,worker_428,worker_256,worker_95
124,46,State-gov,Assoc-acdm,12,Civilian spouse,Tech-support,Husband,0,38,Male,White,1,3,2,3,3,4,1,3,2,2,3,4,worker_17,worker_402,worker_99,worker_331,worker_72,worker_248,worker_468,worker_151,worker_640,worker_183,worker_455
125,44,Self-employed (inc.),Bachelors,13,Civilian spouse,Sales,Husband,0,40,Male,White,1,3,4,3,3,3,2,3,3,4,3,3,worker_433,worker_421,worker_30,worker_640,worker_94,worker_301,worker_68,worker_145,worker_414,worker_563,worker_479
126,53,Private,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,3,3,3,4,4,4,3,3,3,3,4,worker_599,worker_301,worker_640,worker_546,worker_253,worker_316,worker_646,worker_649,worker_400,worker_479,worker_611
127,37,Local-gov,Bachelors,13,Civilian spouse,Adm-clerical,Husband,0,40,Male,White,1,3,3,3,3,3,3,2,3,4,4,3,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
128,50,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,45,Male,White,1,2,2,4,2,4,4,3,2,3,2,3,worker_166,worker_169,worker_595,worker_108,worker_452,worker_512,worker_577,worker_289,worker_231,worker_137,worker_346
129,41,Private,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,3,3,4,1,3,4,2,3,3,3,4,worker_97,worker_162,worker_565,worker_178,worker_640,worker_471,worker_386,worker_571,worker_510,worker_648,worker_559
130,50,Private,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,36,Male,White,1,4,4,3,3,3,3,4,3,2,3,3,worker_253,worker_169,worker_640,worker_610,worker_346,worker_6,worker_145,worker_646,worker_288,worker_421,worker_368
131,46,Private,Some-college,10,Civilian spouse,Exec-managerial,Husband,15024,50,Male,White,1,4,4,4,4,3,2,4,3,2,3,4,worker_44,worker_640,worker_642,worker_571,worker_100,worker_500,worker_253,worker_149,worker_611,worker_292,worker_233
132,37,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,40,Male,White,1,2,2,2,3,3,2,3,4,3,1,2,worker_271,worker_55,worker_640,worker_577,worker_171,worker_286,worker_629,worker_391,worker_325,worker_528,worker_620
133,52,State-gov,High-school-grad,9,Civilian spouse,Protective-serv,Husband,0,40,Male,Black,1,1,3,2,1,2,4,2,3,4,4,1,worker_236,worker_169,worker_12,worker_640,worker_440,worker_450,worker_153,worker_116,worker_96,worker_603,worker_265
134,59,Private,Some-college,10,Civilian spouse,Transport-moving,Husband,3103,35,Male,White,1,2,3,3,4,3,2,2,4,2,3,2,worker_295,worker_485,worker_551,worker_640,worker_169,worker_91,worker_429,worker_601,worker_411,worker_549,worker_522
135,46,Local-gov,Prof-school,15,Civilian spouse,Protective-serv,Husband,0,40,Male,White,1,3,2,3,3,4,3,4,3,3,3,3,worker_361,worker_369,worker_225,worker_634,worker_209,worker_279,worker_523,worker_173,worker_640,worker_18,worker_55
136,59,Self-employed (not inc.),Bachelors,13,Civilian spouse,Prof-specialty,Husband,99999,43,Male,White,1,4,2,2,3,4,4,4,2,4,4,4,worker_479,worker_592,worker_542,worker_256,worker_640,worker_316,worker_253,worker_563,worker_646,worker_96,worker_175
137,62,Private,Bachelors,13,Civilian spouse,Prof-specialty,Husband,3103,40,Male,White,1,4,4,3,4,3,4,4,4,4,2,4,worker_638,worker_83,worker_336,worker_143,worker_623,worker_240,worker_415,worker_142,worker_344,worker_214,worker_640
138,30,Private,Masters,14,Civilian spouse,Other-service,Husband,0,15,Male,White,1,3,2,2,3,4,3,3,2,2,3,3,worker_568,worker_201,worker_117,worker_438,worker_345,worker_86,worker_443,worker_111,worker_372,worker_613,worker_566
139,30,Private,High-school-grad,9,Civilian spouse,Tech-support,Husband,0,40,Male,White,1,2,3,1,4,3,4,3,3,2,3,2,worker_84,worker_240,worker_640,worker_77,worker_14,worker_356,worker_517,worker_584,worker_343,worker_577,worker_408
140,65,Private,Masters,14,Civilian spouse,Sales,Husband,20051,40,Male,White,1,3,3,4,4,3,3,4,4,2,4,2,worker_577,worker_53,worker_544,worker_640,worker_617,worker_553,worker_305,worker_216,worker_455,worker_364,worker_182
141,51,Private,Assoc-voc,11,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,2,3,3,3,4,3,4,3,2,4,2,worker_640,worker_193,worker_155,worker_579,worker_253,worker_263,worker_376,worker_505,worker_497,worker_169,worker_273
142,28,Private,Assoc-voc,11,Civilian spouse,Prof-specialty,Wife,0,36,Female,White,1,4,3,3,3,3,3,3,2,4,2,3,worker_135,worker_560,worker_175,worker_228,worker_250,worker_242,worker_636,worker_640,worker_167,worker_604,worker_211
143,35,Private,High-school-grad,9,Civilian spouse,Exec-managerial,Husband,7688,50,Male,White,1,1,4,2,4,3,4,2,4,2,4,2,worker_205,worker_578,worker_354,worker_289,worker_577,worker_640,worker_261,worker_169,worker_226,worker_540,worker_249
144,56,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,8614,55,Female,White,1,3,2,4,1,4,4,3,4,3,4,4,worker_271,worker_55,worker_640,worker_577,worker_171,worker_286,worker_629,worker_391,worker_325,worker_528,worker_620
145,42,Private,Masters,14,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,2,3,4,2,4,3,2,4,3,3,3,worker_413,worker_640,worker_169,worker_211,worker_220,worker_253,worker_55,worker_64,worker_543,worker_464,worker_173
146,40,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,5178,40,Male,White,1,3,2,3,3,4,2,4,2,3,3,4,worker_479,worker_592,worker_542,worker_256,worker_640,worker_316,worker_253,worker_563,worker_646,worker_96,worker_175
147,35,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,14344,40,Female,White,1,3,3,3,2,3,2,4,4,3,4,2,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
148,58,Self-employed (inc.),Some-college,10,Civilian spouse,Exec-managerial,Husband,0,65,Male,White,1,3,4,2,3,4,3,3,3,2,4,3,worker_482,worker_589,worker_119,worker_114,worker_469,worker_640,worker_50,worker_389,worker_317,worker_60,worker_78
149,42,Private,Bachelors,13,Civilian spouse,Craft-repair,Husband,15024,40,Male,Black,1,2,2,4,4,4,3,2,4,3,2,4,worker_252,worker_160,worker_480,worker_647,worker_289,worker_525,worker_561,worker_640,worker_375,worker_426,worker_115
150,41,Self-employed (not inc.),Prof-school,15,Civilian spouse,Prof-specialty,Husband,0,58,Male,White,1,3,3,4,4,4,3,4,4,4,3,4,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
151,48,Local-gov,Some-college,10,Civilian spouse,Exec-managerial,Wife,5178,40,Female,White,1,4,4,2,2,3,3,3,4,3,3,4,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
152,44,Federal-gov,Bachelors,13,Civilian spouse,Exec-managerial,Husband,7688,40,Male,White,1,3,4,4,4,3,3,4,4,4,3,4,worker_419,worker_284,worker_316,worker_640,worker_88,worker_185,worker_293,worker_109,worker_598,worker_602,worker_421
153,25,Self-employed (not inc.),Assoc-acdm,12,Civilian spouse,Adm-clerical,Wife,0,35,Female,White,1,1,1,2,2,2,3,3,2,2,2,2,worker_646,worker_270,worker_495,worker_169,worker_486,worker_82,worker_409,worker_479,worker_640,worker_253,worker_563
154,45,Private,Masters,14,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,4,3,3,3,3,3,2,4,3,4,2,worker_205,worker_578,worker_354,worker_289,worker_577,worker_640,worker_261,worker_169,worker_226,worker_540,worker_249
155,65,Self-employed (inc.),Bachelors,13,Civilian spouse,Exec-managerial,Husband,99999,65,Male,White,1,3,4,4,3,4,2,4,4,3,3,4,worker_489,worker_472,worker_571,worker_361,worker_510,worker_4,worker_552,worker_100,worker_291,worker_187,worker_640
156,55,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,10520,40,Male,White,1,4,3,4,4,4,1,4,4,3,3,1,worker_640,worker_484,worker_230,worker_255,worker_286,worker_654,worker_28,worker_48,worker_445,worker_382,worker_313
157,55,Private,Masters,14,Divorced,Sales,Not-in-family,10520,40,Male,White,1,3,4,3,1,4,3,3,3,3,4,3,worker_585,worker_383,worker_590,worker_455,worker_169,worker_401,worker_390,worker_381,worker_586,worker_640,worker_550
158,38,Self-employed (not inc.),Prof-school,15,Never-married,Prof-specialty,Not-in-family,0,45,Male,White,1,2,4,3,3,3,2,3,3,3,1,3,worker_84,worker_240,worker_640,worker_77,worker_14,worker_356,worker_517,worker_584,worker_343,worker_577,worker_408
159,46,Private,Prof-school,15,Civilian spouse,Prof-specialty,Husband,99999,50,Male,White,1,4,3,3,4,4,2,4,4,4,4,1,worker_274,worker_478,worker_502,worker_332,worker_640,worker_455,worker_47,worker_169,worker_199,worker_644,worker_215
160,32,State-gov,Bachelors,13,Civilian spouse,Exec-managerial,Wife,0,55,Female,White,1,3,3,2,3,3,2,4,4,4,2,4,worker_243,worker_472,worker_388,worker_85,worker_640,worker_198,worker_646,worker_421,worker_286,worker_253,worker_479
161,44,Private,Prof-school,15,Civilian spouse,Prof-specialty,Husband,0,50,Male,White,1,2,4,2,4,3,4,4,4,3,3,3,worker_40,worker_616,worker_439,worker_129,worker_613,worker_164,worker_337,worker_289,worker_81,worker_500,worker_640
162,40,Private,High-school-grad,9,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,3,2,3,2,2,4,2,1,3,3,3,worker_413,worker_640,worker_169,worker_211,worker_220,worker_253,worker_55,worker_64,worker_543,worker_464,worker_173
163,44,Private,Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,4,3,4,4,4,4,3,4,4,3,4,worker_596,worker_479,worker_381,worker_245,worker_253,worker_448,worker_640,worker_574,worker_496,worker_646,worker_477
164,36,Private,Some-college,10,Civilian spouse,Sales,Husband,7688,45,Male,White,1,2,2,3,2,4,2,3,3,2,3,3,worker_243,worker_472,worker_388,worker_85,worker_640,worker_198,worker_646,worker_421,worker_286,worker_253,worker_479
165,54,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,5178,50,Male,White,1,4,3,2,4,3,3,4,3,2,2,4,worker_44,worker_640,worker_642,worker_571,worker_100,worker_500,worker_253,worker_149,worker_611,worker_292,worker_233
166,36,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,1,2,2,3,2,3,2,4,3,2,2,3,worker_640,worker_33,worker_531,worker_16,worker_392,worker_169,worker_200,worker_646,worker_93,worker_109,worker_21
167,61,Private,High-school-grad,9,Civilian spouse,Protective-serv,Husband,4386,40,Male,White,1,3,4,2,2,2,3,4,3,3,4,4,worker_176,worker_233,worker_479,worker_292,worker_420,worker_181,worker_130,worker_640,worker_571,worker_96,worker_253
168,49,State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,7430,40,Female,Black,1,3,4,4,3,4,3,4,3,3,4,4,worker_479,worker_592,worker_542,worker_256,worker_640,worker_316,worker_253,worker_563,worker_646,worker_96,worker_175
169,41,Private,Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,50,Male,White,1,3,4,4,4,4,4,4,4,2,3,4,worker_239,worker_246,worker_251,worker_450,worker_278,worker_607,worker_147,worker_33,worker_177,worker_189,worker_535
170,49,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,40,Female,White,1,3,4,3,2,3,3,3,3,3,2,2,worker_161,worker_421,worker_443,worker_571,worker_220,worker_160,worker_489,worker_640,worker_292,worker_416,worker_7
171,51,Self-employed (inc.),Some-college,10,Civilian spouse,Exec-managerial,Husband,0,45,Male,White,1,2,2,3,4,3,2,2,3,2,4,3,worker_443,worker_640,worker_421,worker_571,worker_630,worker_213,worker_575,worker_333,worker_282,worker_232,worker_473
172,36,Private,Masters,14,Civilian spouse,Exec-managerial,Husband,0,50,Male,White,1,3,4,4,2,4,3,4,4,4,3,2,worker_571,worker_206,worker_180,worker_45,worker_96,worker_291,worker_287,worker_262,worker_87,worker_640,worker_442
173,22,Private,Some-college,10,Civilian spouse,Transport-moving,Husband,0,48,Male,White,1,3,3,2,3,2,3,2,3,2,3,2,worker_84,worker_240,worker_640,worker_77,worker_14,worker_356,worker_517,worker_584,worker_343,worker_577,worker_408
174,78,Self-employed (inc.),Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,1,2,2,3,4,3,4,2,3,3,4,4,worker_567,worker_366,worker_571,worker_253,worker_67,worker_545,worker_181,worker_640,worker_292,worker_353,worker_457
175,66,Self-employed (not inc.),Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,17,Male,White,1,1,2,4,1,2,1,4,4,2,2,3,worker_640,worker_193,worker_155,worker_579,worker_253,worker_263,worker_376,worker_505,worker_497,worker_169,worker_273
176,38,Private,Bachelors,13,Civilian spouse,Tech-support,Husband,0,45,Male,White,1,4,2,3,3,3,4,3,2,3,3,4,worker_479,worker_592,worker_542,worker_256,worker_640,worker_316,worker_253,worker_563,worker_646,worker_96,worker_175
177,49,State-gov,Bachelors,13,Civilian spouse,Prof-specialty,Wife,0,40,Female,White,1,3,4,4,4,3,4,3,3,3,2,2,worker_57,worker_127,worker_549,worker_487,worker_640,worker_461,worker_2,worker_577,worker_140,worker_611,worker_207
178,32,Self-employed (inc.),High-school-grad,9,Civilian spouse,Craft-repair,Husband,7688,40,Male,White,1,2,3,3,4,2,1,3,4,2,2,2,worker_161,worker_421,worker_443,worker_571,worker_220,worker_160,worker_489,worker_640,worker_292,worker_416,worker_7
179,40,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,50,Male,White,1,2,2,3,4,2,3,2,4,3,3,3,worker_315,worker_258,worker_191,worker_145,worker_521,worker_259,worker_327,worker_238,worker_23,worker_640,worker_472
180,51,Self-employed (not inc.),Bachelors,13,Civilian spouse,Farming-fishing,Husband,0,60,Male,White,1,2,4,4,3,2,3,4,4,4,3,3,worker_235,worker_520,worker_169,worker_479,worker_563,worker_333,worker_640,worker_399,worker_646,worker_421,worker_56
181,39,Private,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,50,Male,White,1,4,4,4,3,4,3,4,3,4,4,3,worker_44,worker_518,worker_253,worker_640,worker_96,worker_355,worker_134,worker_571,worker_556,worker_387,worker_501
182,43,Private,Bachelors,13,Civilian spouse,Sales,Husband,0,40,Male,White,1,2,4,3,3,4,3,3,4,3,2,4,worker_568,worker_201,worker_117,worker_438,worker_345,worker_86,worker_443,worker_111,worker_372,worker_613,worker_566
183,32,Private,Assoc-voc,11,Civilian spouse,Transport-moving,Husband,0,99,Male,White,1,3,4,2,4,1,4,4,2,3,3,3,worker_138,worker_256,worker_253,worker_8,worker_70,worker_640,worker_619,worker_277,worker_458,worker_571,worker_358
184,31,Private,Bachelors,13,Civilian spouse,Sales,Husband,7688,55,Male,White,1,2,3,4,3,4,2,4,4,2,3,4,worker_563,worker_479,worker_209,worker_89,worker_379,worker_202,worker_571,worker_22,worker_623,worker_291,worker_640
185,31,Federal-gov,High-school-grad,9,Civilian spouse,Adm-clerical,Husband,0,40,Male,White,1,4,3,4,2,2,3,2,3,4,1,4,worker_239,worker_185,worker_515,worker_491,worker_289,worker_577,worker_180,worker_421,worker_299,worker_640,worker_24
186,47,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,1,2,3,2,2,1,2,3,2,1,4,3,worker_286,worker_421,worker_45,worker_292,worker_640,worker_425,worker_379,worker_109,worker_410,worker_458,worker_31
187,36,Local-gov,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,3,3,4,3,3,3,3,2,3,2,4,worker_640,worker_597,worker_280,worker_292,worker_571,worker_237,worker_395,worker_168,worker_542,worker_351,worker_409
188,53,Self-employed (inc.),Doctorate,16,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,1,3,4,2,2,4,3,3,2,4,2,4,worker_152,worker_264,worker_231,worker_99,worker_286,worker_156,worker_463,worker_640,worker_549,worker_55,worker_631
189,44,Private,High-school,7,Civilian spouse,Prof-specialty,Wife,5178,36,Female,White,1,2,3,2,2,4,3,3,2,3,3,4,worker_530,worker_101,worker_223,worker_221,worker_45,worker_158,worker_342,worker_492,worker_615,worker_49,worker_96
190,47,State-gov,High-school-grad,9,Civilian spouse,Adm-clerical,Wife,0,40,Female,White,1,1,2,2,2,1,2,3,2,2,2,1,worker_274,worker_478,worker_502,worker_332,worker_640,worker_455,worker_47,worker_169,worker_199,worker_644,worker_215
191,41,Self-employed (inc.),Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,35,Male,White,1,3,2,4,3,3,2,2,4,3,3,4,worker_133,worker_640,worker_431,worker_227,worker_112,worker_362,worker_481,worker_423,worker_169,worker_55,worker_46
192,46,Local-gov,Assoc-acdm,12,Civilian spouse,Protective-serv,Husband,0,49,Male,White,1,3,4,2,3,4,4,3,3,4,4,2,worker_576,worker_110,worker_606,worker_529,worker_621,worker_581,worker_477,worker_418,worker_454,worker_539,worker_86
